TS_PCODE,ST_PCODE,ST,DT_PCODE,DT,TS,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,Prop_Electricity,Prop_Kerosene,Prop_Candle,Prop_Battery,Prop_Generator_Private,Prop_Water_Mill_Private,Prop_Solar_System_Energy,Prop_Other
MMR002004,MMR002,Kayah,MMR002D001,Loikaw,Shadaw,1406,335,74,537,66,2,0,274,118,0.23826458037,0.0526315789474,0.381934566145,0.0469416785206,0.00142247510669,0.0,0.194879089616,0.0839260312945
MMR002005,MMR002,Kayah,MMR002D002,Bawlake,Bawlakhe,2081,941,73,869,25,16,4,142,11,0.452186448823,0.0350792888035,0.417587698222,0.0120134550697,0.00768861124459,0.00192215281115,0.0682364247958,0.00528592023066
MMR002006,MMR002,Kayah,MMR002D002,Bawlake,Hpasawng,4733,1210,89,1196,414,463,67,1119,175,0.255651806465,0.0188041411367,0.25269385168,0.0874709486584,0.0978237904078,0.0141559264737,0.236425100359,0.0369744348194
MMR002007,MMR002,Kayah,MMR002D002,Bawlake,Mese,1302,207,43,471,168,88,1,253,71,0.158986175115,0.0330261136713,0.361751152074,0.129032258065,0.0675883256528,0.000768049155146,0.194316436252,0.0545314900154
MMR003001,MMR003,Kayin,MMR003D001,Hpa-An,Hpa-An,89197,34033,3800,40021,1022,5065,1357,3688,211,0.381548706795,0.0426023296748,0.448681009451,0.0114577844546,0.0567844210007,0.0152135161496,0.0413466820633,0.00236555041089
MMR003002,MMR003,Kayin,MMR003D001,Hpa-An,Hlaingbwe,53120,4479,4827,35442,406,3639,113,4086,128,0.0843185240964,0.0908697289157,0.667206325301,0.00764307228916,0.0685052710843,0.00212725903614,0.0769201807229,0.00240963855422
MMR003004,MMR003,Kayin,MMR003D001,Hpa-An,Thandaunggyi,19140,3569,3241,5670,1245,118,1088,3981,228,0.186468129572,0.169331243469,0.296238244514,0.0650470219436,0.00616509926855,0.0568443051202,0.207993730408,0.0119122257053
MMR003003,MMR003,Kayin,MMR003D004,Hpapun,Hpapun,6502,675,919,1967,293,1823,51,750,24,0.103814211012,0.141341125807,0.302522300831,0.0450630575208,0.280375269148,0.00784374038757,0.115349123347,0.00369117194709
MMR003005,MMR003,Kayin,MMR003D002,Myawaddy,Myawaddy,44016,26298,2175,10429,368,3687,119,770,170,0.597464558342,0.0494138495093,0.236936568521,0.00836059614686,0.0837649945474,0.00270356234097,0.0174936386768,0.00386223191567
MMR003006,MMR003,Kayin,MMR003D003,Kawkareik,Kawkareik,45498,6487,5429,22690,1730,6349,125,2477,211,0.142577695723,0.119323926326,0.498703239703,0.0380236493912,0.139544595367,0.00274737351092,0.0544419534925,0.00463756648644
MMR003007,MMR003,Kayin,MMR003D003,Kawkareik,Kyainseikgyi,50568,7264,11514,23131,859,4881,302,2294,323,0.143648156937,0.227693402943,0.457423667141,0.0169870273691,0.0965234931182,0.00597215630438,0.0453646574909,0.00638743869641
MMR004002,MMR004,Chin,MMR004D003,Hakha,Hakha,9917,1781,63,2187,387,2287,1848,1055,309,0.179590601997,0.00635272763941,0.220530402339,0.0390238983564,0.230614097005,0.186346677423,0.106382978723,0.0311586165171
MMR004003,MMR004,Chin,MMR004D003,Hakha,Thantlang,9782,2432,970,894,990,223,2330,1613,330,0.248619914128,0.0991617256185,0.091392353302,0.101206297281,0.0227969740339,0.238192598651,0.164894704559,0.0337354324269
MMR004001,MMR004,Chin,MMR004D001,Falam,Falam,9626,3245,328,2094,434,52,1135,1885,453,0.337107832952,0.0340743818824,0.217535840432,0.0450862248078,0.00540203615209,0.11790982755,0.195823810513,0.0470600457095
MMR004004,MMR004,Chin,MMR004D001,Falam,Tedim,14683,2766,1221,1721,1293,283,3921,2890,588,0.188381121024,0.0831573929034,0.11721037935,0.0880610229517,0.019273990329,0.267043519717,0.196826261663,0.0400463120616
MMR004005,MMR004,Chin,MMR004D001,Falam,Tonzang,4941,619,637,720,1039,7,418,1173,328,0.125278283748,0.128921270998,0.145719489982,0.210281319571,0.00141671726371,0.0845982594616,0.237401335762,0.0663833232139
MMR004006,MMR004,Chin,MMR004D002,Mindat,Mindat,8522,353,7,3195,320,106,286,943,3312,0.0414222013612,0.000821403426426,0.37491199249,0.0375498709223,0.012438394743,0.0335601971368,0.110654775874,0.388641164046
MMR004007,MMR004,Chin,MMR004D002,Mindat,Matupi,10157,1384,705,3752,1263,17,875,1362,799,0.136260706902,0.0694102589347,0.369400413508,0.124347740475,0.00167372255587,0.0861474844935,0.134094713006,0.078664960126
MMR004008,MMR004,Chin,MMR004D002,Mindat,Kanpetlet,3977,482,15,1460,251,9,121,452,1187,0.121196882072,0.00377168720141,0.367110887604,0.0631128991702,0.00226301232084,0.0304249434247,0.113653507669,0.298466180538
MMR004009,MMR004,Chin,MMR004D002,Mindat,Paletwa,19516,1012,1447,10740,2302,284,17,3290,424,0.0518548882968,0.0741442918631,0.550317688051,0.117954498873,0.0145521623283,0.000871080139373,0.168579626973,0.0217257634761
MMR005001,MMR005,Sagaing,MMR005D001,Sagaing,Sagaing,65143,36646,108,6162,12142,5707,60,2138,2180,0.562547011958,0.00165789110112,0.0945918978248,0.186389942127,0.0876072640192,0.000921050611731,0.0328201034647,0.0334648388929
MMR005002,MMR005,Sagaing,MMR005D001,Sagaing,Myinmu,25304,6880,68,1714,8615,3959,61,2200,1807,0.271893771736,0.0026873221625,0.0677363262725,0.340460006323,0.156457477079,0.00241068605754,0.0869427758457,0.0714116345242
MMR005003,MMR005,Sagaing,MMR005D001,Sagaing,Myaung,24262,2441,37,1788,9519,6757,63,2490,1167,0.100610007419,0.00152501854752,0.0736954908911,0.392341933888,0.278501360152,0.00259665320254,0.102629626577,0.0480999093232
MMR005004,MMR005,Sagaing,MMR005D002,Shwebo,Shwebo,57297,25751,74,7352,14442,5142,231,2536,1769,0.449430162138,0.00129151613523,0.128313873327,0.252055081418,0.0897429184774,0.00403162469239,0.0442606070126,0.0308742168002
MMR005005,MMR005,Sagaing,MMR005D002,Shwebo,Khin-U,32624,3917,77,5539,11563,4876,49,4476,2127,0.120064982835,0.00236022560078,0.169782981854,0.354432319765,0.149460519863,0.00150196174595,0.137199607651,0.0651974006866
MMR005006,MMR005,Sagaing,MMR005D002,Shwebo,Wetlet,46712,5355,199,8053,16280,8843,65,4745,3172,0.114638636753,0.00426014728549,0.172396814523,0.348518581949,0.189308957013,0.00139150539476,0.101579893817,0.0679054632643
MMR005007,MMR005,Sagaing,MMR005D002,Shwebo,Kanbalu,61326,11893,415,14241,17022,6035,51,7779,3890,0.193930796073,0.00676711345922,0.232217982585,0.27756579591,0.0984085053648,0.000831621172097,0.126846688191,0.0634314972442
MMR005008,MMR005,Sagaing,MMR005D002,Shwebo,Kyunhla,20863,5750,69,5717,2044,5411,8,1699,165,0.27560753487,0.00330729041844,0.274025787279,0.0979724871783,0.259358673249,0.000383453961559,0.081436035086,0.00790873795715
MMR005009,MMR005,Sagaing,MMR005D002,Shwebo,Ye-U,26373,4325,86,4535,7246,5528,113,3087,1453,0.163993478178,0.00326091077996,0.171956167292,0.274750691996,0.209608311531,0.0042846850946,0.117051529974,0.0550942251545
MMR005010,MMR005,Sagaing,MMR005D002,Shwebo,Tabayin,30345,2636,66,4467,12187,4790,140,2657,3402,0.0868676882518,0.00217498764212,0.147207118141,0.401614763552,0.157851375844,0.00461361014994,0.0875597297743,0.112110726644
MMR005011,MMR005,Sagaing,MMR005D002,Shwebo,Taze,35937,4829,267,13250,6750,4650,371,4788,1032,0.134374043465,0.00742966858669,0.368700781924,0.187828700225,0.1293931046,0.0103236218939,0.133233158027,0.0287169212789
MMR005012,MMR005,Sagaing,MMR005D003,Monywa,Monywa,75962,51104,70,3499,13239,3028,101,2209,2712,0.672757431347,0.000921513388273,0.0460625049367,0.174284510676,0.0398620362813,0.00132961217451,0.0290803296385,0.0357020615571
MMR005013,MMR005,Sagaing,MMR005D003,Monywa,Budalin,28616,4907,38,2973,8724,4576,26,2525,4847,0.171477495108,0.00132792843165,0.103892927034,0.304864411518,0.159910539558,0.000908582611127,0.0882373497344,0.169380766005
MMR005014,MMR005,Sagaing,MMR005D003,Monywa,Ayadaw,35591,3151,137,2798,14543,6654,84,4284,3940,0.0885336180495,0.00384928774128,0.0786153802928,0.408614537383,0.186957376865,0.00236014722823,0.12036750864,0.1107021438
MMR005015,MMR005,Sagaing,MMR005D003,Monywa,Chaung-U,23376,6731,69,975,9110,3668,38,1574,1211,0.287944900753,0.00295174537988,0.0417094455852,0.389715947981,0.156913073238,0.00162559890486,0.067334017796,0.0518052703628
MMR005020,MMR005,Sagaing,MMR005D004,Katha,Katha,31961,6520,475,5969,7375,2870,36,8050,666,0.203998623322,0.0148618628954,0.186758862364,0.230749976534,0.0897969400207,0.00112637276681,0.251869465912,0.020837896186
MMR005021,MMR005,Sagaing,MMR005D004,Katha,Indaw,23230,9420,462,6414,828,1925,22,4110,49,0.405510116229,0.0198880757641,0.276108480413,0.0356435643564,0.0828669823504,0.000947051226862,0.176926388291,0.00210934136892
MMR005022,MMR005,Sagaing,MMR005D004,Katha,Tigyaing,26389,4922,135,3284,6255,3777,46,7116,854,0.186517109402,0.00511576793361,0.124445791807,0.237030580924,0.143127818409,0.00174315055516,0.269657811967,0.0323619690022
MMR005023,MMR005,Sagaing,MMR005D004,Katha,Banmauk,18868,1659,976,5075,1928,4262,447,4300,221,0.0879266482934,0.0517277930888,0.268973924104,0.102183591266,0.22588509646,0.0236909052364,0.227899088404,0.0117129531482
MMR005024,MMR005,Sagaing,MMR005D004,Katha,Kawlin,31403,14807,520,4568,2328,5089,44,3668,379,0.471515460306,0.016558927491,0.14546380919,0.0741330446136,0.162054580773,0.00140114001847,0.116804126994,0.0120689106136
MMR005025,MMR005,Sagaing,MMR005D004,Katha,Wuntho,14205,5347,492,2796,704,1891,995,1924,56,0.376416754664,0.0346356916579,0.196832101373,0.0495600140795,0.133122140092,0.0700457585357,0.135445265751,0.00394227384724
MMR005026,MMR005,Sagaing,MMR005D004,Katha,Pinlebu,21900,2017,1837,5274,1888,4266,462,6008,148,0.092100456621,0.0838812785388,0.240821917808,0.0862100456621,0.194794520548,0.021095890411,0.274337899543,0.00675799086758
MMR005027,MMR005,Sagaing,MMR005D005,Kale,Kale,72769,4311,672,7481,11003,32710,2303,11691,2598,0.0592422597535,0.00923470158996,0.102804765766,0.15120449642,0.449504596738,0.0316480919073,0.160659071858,0.0357020159683
MMR005028,MMR005,Sagaing,MMR005D005,Kale,Kalewa,11735,1973,354,1353,2469,4323,120,799,344,0.168129527056,0.0301661695782,0.11529612271,0.210396250533,0.368385172561,0.010225820196,0.0680869194717,0.0293140178952
MMR005029,MMR005,Sagaing,MMR005D005,Kale,Mingin,22058,953,80,3253,9635,5231,40,1610,1256,0.0432042796264,0.00362680206728,0.147474839061,0.436802973978,0.237147520174,0.00181340103364,0.072989391604,0.0569407924563
MMR005030,MMR005,Sagaing,MMR005D006,Tamu,Tamu,22591,3551,614,2587,3570,6047,1799,4202,221,0.157186490195,0.0271789650746,0.11451462972,0.158027533088,0.267672967111,0.0796334823602,0.186003275641,0.00978265681023
MMR005031,MMR005,Sagaing,MMR005D007,Mawlaik,Mawlaik,10345,1258,82,1547,3734,1678,28,1651,367,0.121604639923,0.00792653455776,0.149540840986,0.360947317545,0.162203963267,0.00270662155631,0.159594006767,0.0354760753987
